file_name,read_id,value_index,value,Plastic
0,1,0,-0.029746372252702713,PE
0,1,1,-0.029335992410779,PE
0,1,2,-0.031223036348819733,PE
0,1,3,-0.02744486555457115,PE
0,1,4,-0.03134780749678612,PE
0,1,5,-0.025400754064321518,PE
0,1,6,-0.024754289537668228,PE
0,1,7,-0.03581272438168526,PE
0,1,8,-0.0313546322286129,PE
0,1,9,-0.01984480395913124,PE
0,1,10,-0.026662521064281464,PE
0,1,11,-0.025499872863292694,PE
0,1,12,-0.029909370467066765,PE
0,1,13,-0.024014297872781754,PE
0,1,14,-0.019833829253911972,PE
0,1,15,-0.016725704073905945,PE
0,1,16,-0.006351540796458721,PE
0,1,17,-0.03225957974791527,PE
0,1,18,-0.028086481615900993,PE
0,1,19,-0.01882515288889408,PE
0,1,20,-0.021838117390871048,PE
0,1,21,-0.016862777993083,PE
0,1,22,-0.015069576911628246,PE
0,1,23,-0.019468015059828758,PE
0,1,24,-0.018147902563214302,PE
0,1,25,-0.030622581019997597,PE
0,1,26,-0.01691279374063015,PE
0,1,27,-0.02931095100939274,PE
0,1,28,-0.03159219026565552,PE
0,1,29,-0.02828853391110897,PE
0,1,30,-0.030140746384859085,PE
0,1,31,-0.03282926604151726,PE
0,1,32,-0.025467587634921074,PE
0,1,33,-0.03214052692055702,PE
0,1,34,-0.029864374548196793,PE
0,1,35,-0.03751596063375473,PE
0,1,36,-0.04868701472878456,PE
0,1,37,-0.04601794108748436,PE
0,1,38,-0.05544222518801689,PE
0,1,39,-0.0528484545648098,PE
0,1,40,-0.04780052974820137,PE
0,1,41,-0.04270461946725845,PE
0,1,42,-0.042487118393182755,PE
0,1,43,-0.0389421172440052,PE
0,1,44,-0.028166355565190315,PE
0,1,45,-0.039579126983881,PE
0,1,46,-0.042847827076911926,PE
0,1,47,-0.04757220670580864,PE
0,1,48,-0.026035374030470848,PE
0,1,49,-0.03312542662024498,PE
0,1,50,-0.021741146221756935,PE
0,1,51,-0.03473260998725891,PE
0,1,52,-0.03632158413529396,PE
0,1,53,-0.03443431109189987,PE
0,1,54,-0.03222471475601196,PE
0,1,55,-0.03701852634549141,PE
0,1,56,-0.03583177551627159,PE
0,1,57,-0.03962845727801323,PE
0,1,58,-0.04059780761599541,PE
0,1,59,-0.04190658777952194,PE
0,1,60,-0.03849457949399948,PE
0,1,61,-0.029889436438679695,PE
0,1,62,-0.0465366430580616,PE
0,1,63,-0.03164370730519295,PE
0,1,64,-0.02945769391953945,PE
0,1,65,-0.03550003841519356,PE
0,1,66,-0.028622187674045563,PE
0,1,67,-0.04169970005750656,PE
0,1,68,-0.03197135776281357,PE
0,1,69,-0.03460279852151871,PE
0,1,70,-0.02234714850783348,PE
0,1,71,-0.029435379430651665,PE
0,1,72,-0.029746372252702713,PE
0,2,0,-0.006948678754270077,PE
0,2,1,-0.007517887279391289,PE
0,2,2,-0.012674964964389801,PE
0,2,3,-0.012196553871035576,PE
0,2,4,-0.01056595891714096,PE
0,2,5,-0.00495412852615118,PE
0,2,6,0.0034602652303874493,PE
0,2,7,0.012219163589179516,PE
0,2,8,-0.006980398669838905,PE
0,2,9,0.011324437335133553,PE
0,2,10,0.002935068216174841,PE
0,2,11,0.00754978833720088,PE
0,2,12,-0.007149866316467524,PE
0,2,13,-0.002165230456739664,PE
0,2,14,-0.006169104482978582,PE
0,2,15,0.0019020952749997377,PE
0,2,16,0.010065566748380661,PE
0,2,17,-0.004355995915830135,PE
0,2,18,-0.006802420597523451,PE
0,2,19,-0.0014201446902006865,PE
0,2,20,0.004441919270902872,PE
0,2,21,-0.00033347023418173194,PE
0,2,22,0.004533144645392895,PE
0,2,23,0.007684324402362108,PE
0,2,24,0.006640770006924868,PE
0,2,25,0.009066618047654629,PE
0,2,26,0.010737075470387936,PE
0,2,27,0.00023576362582389265,PE
0,2,28,0.0043862671591341496,PE
0,2,29,0.007273194845765829,PE
0,2,30,0.0007774413097649813,PE
0,2,31,-0.0018799477256834507,PE
0,2,32,0.010016165673732758,PE
0,2,33,0.005109675694257021,PE
0,2,34,-0.0002262733323732391,PE
0,2,35,0.004280746448785067,PE
0,2,36,0.012676255777478218,PE
0,2,37,-0.002909348113462329,PE
0,2,38,0.005829792004078627,PE
0,2,39,0.0024196449667215347,PE
0,2,40,-0.005857063923031092,PE
0,2,41,-0.0013661014381796122,PE
0,2,42,0.007370040286332369,PE
0,2,43,-0.007490043994039297,PE
0,2,44,0.0009934947593137622,PE
0,2,45,-0.010570584796369076,PE
0,2,46,-0.010564589872956276,PE
0,2,47,-0.004657937679439783,PE
0,2,48,0.002330972347408533,PE
0,2,49,-0.0028489953838288784,PE
0,2,50,-0.0032002152875065804,PE
0,2,51,-0.0027283038944005966,PE
0,2,52,-0.005377820692956448,PE
0,2,53,-0.00011349818669259548,PE
0,2,54,-0.00424411054700613,PE
0,2,55,-0.005543631501495838,PE
0,2,56,0.0019289561314508319,PE
0,2,57,0.004183030687272549,PE
0,2,58,0.009111274033784866,PE
0,2,59,-5.586474435403943e-05,PE
0,2,60,0.0007439047913067043,PE
0,2,61,-0.003938712645322084,PE
0,2,62,-0.0017593568190932274,PE
0,2,63,0.012799429707229137,PE
0,2,64,0.007761897519230843,PE
0,2,65,0.007567757274955511,PE
0,2,66,0.008969060145318508,PE
0,2,67,-0.009989251382648945,PE
0,2,68,0.004731758497655392,PE
0,2,69,-0.0067775133065879345,PE
0,2,70,0.002904236316680908,PE
0,2,71,-0.00684796879068017,PE
0,2,72,-0.006948678754270077,PE
0,3,0,-0.0011751727433875203,PE
0,3,1,-0.007383675314486027,PE
0,3,2,-0.0035668350756168365,PE
0,3,3,-0.00470372149720788,PE
0,3,4,0.007140729576349258,PE
0,3,5,0.004917013458907604,PE
0,3,6,0.02222319506108761,PE
0,3,7,0.01665755733847618,PE
0,3,8,0.006345052737742662,PE
0,3,9,0.014317471534013748,PE
0,3,10,0.007454220671206713,PE
0,3,11,0.007973022758960724,PE
0,3,12,0.0034248819574713707,PE
0,3,13,-0.006332112476229668,PE
0,3,14,-0.008308897726237774,PE
0,3,15,-0.002288354095071554,PE
0,3,16,-0.007129669189453125,PE
0,3,17,-0.0050472659058868885,PE
0,3,18,-0.0027788260485976934,PE
0,3,19,0.0056287143379449844,PE
0,3,20,0.009419551119208336,PE
0,3,21,0.01227287296205759,PE
0,3,22,0.013019198551774025,PE
0,3,23,0.006450289860367775,PE
0,3,24,0.003307025646790862,PE
0,3,25,0.00583035871386528,PE
0,3,26,0.014460348524153233,PE
0,3,27,0.005683442112058401,PE
0,3,28,0.018612021580338478,PE
0,3,29,-0.0031595437321811914,PE
0,3,30,0.004581744782626629,PE
0,3,31,0.009836994111537933,PE
0,3,32,0.010694238357245922,PE
0,3,33,0.005535605829209089,PE
0,3,34,0.004497379530221224,PE
0,3,35,0.001193249481730163,PE
0,3,36,0.0003875569091178477,PE
0,3,37,-0.0016865641809999943,PE
0,3,38,-0.00860227458178997,PE
0,3,39,0.0028792789671570063,PE
0,3,40,-0.007695930544286966,PE
0,3,41,-0.007965805009007454,PE
0,3,42,-0.007388195022940636,PE
0,3,43,-0.0077497633174061775,PE
0,3,44,0.0006665086257271469,PE
0,3,45,0.007466102484613657,PE
0,3,46,-0.006204608362168074,PE
0,3,47,-0.014967050403356552,PE
0,3,48,-0.008906039409339428,PE
0,3,49,-0.003951400984078646,PE
0,3,50,0.0006485650083050132,PE
0,3,51,-0.0017286757938563824,PE
0,3,52,-0.009154882282018661,PE
0,3,53,-0.0015048860805109143,PE
0,3,54,-0.006714615039527416,PE
0,3,55,-0.004299147054553032,PE
0,3,56,-0.0028162722010165453,PE
0,3,57,-0.0007836151053197682,PE
0,3,58,-0.004514722619205713,PE
0,3,59,-0.004170259460806847,PE
0,3,60,-0.003521815873682499,PE
0,3,61,-0.0034975267481058836,PE
0,3,62,0.0026747563388198614,PE
0,3,63,-0.0029513451736420393,PE
0,3,64,-0.00402089674025774,PE
0,3,65,-0.004111993592232466,PE
0,3,66,-0.003741342108696699,PE
0,3,67,0.00044652147335000336,PE
0,3,68,-0.0020160244312137365,PE
0,3,69,-0.008328181691467762,PE
0,3,70,0.012772795744240284,PE
0,3,71,-0.0010627064621075988,PE
0,3,72,-0.0011751727433875203,PE
0,4,0,-0.015005683526396751,PE
0,4,1,-0.014443734660744667,PE
0,4,2,-0.01691792532801628,PE
0,4,3,-0.017632387578487396,PE
0,4,4,-0.013958733528852463,PE
0,4,5,-0.013868695124983788,PE
0,4,6,-0.01724904403090477,PE
0,4,7,-0.001937875640578568,PE
0,4,8,-0.009960509836673737,PE
0,4,9,-0.012431226670742035,PE
0,4,10,-0.015576141886413097,PE
0,4,11,-0.009453732520341873,PE
0,4,12,-0.0035607474856078625,PE
0,4,13,-0.02321580797433853,PE
0,4,14,-0.017870979383587837,PE
0,4,15,-0.011804535984992981,PE
0,4,16,-0.017561599612236023,PE
0,4,17,-0.019620321691036224,PE
